Timestamp,UPC,SerialNumber,IMEI,EID
2025-05-01 18:43:48,,GNOSD2LF7K,352045536193361,89049032007308888700183467760333
2025-05-01 18:44:20,,GNOSD2LF7K,352045536193361,89049032007308888700183467760333
2025-05-01 18:44:39,,GNOSD2LF7K,352045536193361,89049032007308888700183467760333
2025-05-01 18:44:50,,GNOSD2LF7K,352045536193361,89049032007308888700183467760333
